result_dir,problem,algorithm,seed,run_dir,status,status_reason,n_evals,n_solutions,n_feasible_final,feasibility_ratio,pf_source,hv,igd,igd_plus,gd,spread,time_s
results/20260425_161424_benchmark_realworld_cre_2obj,CRE22,MOSADE,4091952314,results/20260425_161424_benchmark_realworld_cre_2obj/CRE22/MOSADE/run_001,ok,,30010,46,46,1.0,archive,1843800.225059131,nan,nan,nan,1.1038624856379071,15.38117989996681
results/20260425_161424_benchmark_realworld_cre_2obj,CRE22,MOSADE,233227757,results/20260425_161424_benchmark_realworld_cre_2obj/CRE22/MOSADE/run_002,ok,,30010,50,50,1.0,archive,1843838.8299630422,nan,nan,nan,1.283808979780846,13.89963809994515
results/20260425_161424_benchmark_realworld_cre_2obj,CRE22,MOSADE,3276785861,results/20260425_161424_benchmark_realworld_cre_2obj/CRE22/MOSADE/run_003,ok,,30010,48,48,1.0,archive,1841868.7864823523,nan,nan,nan,0.9803223045729766,12.330510800005868
results/20260425_161424_benchmark_realworld_cre_2obj,CRE22,MOSADE,3644269654,results/20260425_161424_benchmark_realworld_cre_2obj/CRE22/MOSADE/run_004,ok,,30010,40,40,1.0,archive,1841119.515459854,nan,nan,nan,0.8881651934899799,10.17859819997102
results/20260425_161424_benchmark_realworld_cre_2obj,CRE22,MOSADE,1206282609,results/20260425_161424_benchmark_realworld_cre_2obj/CRE22/MOSADE/run_005,ok,,30010,48,48,1.0,archive,1843632.450052743,nan,nan,nan,1.3802398060786334,15.317281299969181
results/20260425_161424_benchmark_realworld_cre_2obj,CRE22,MOSADE,3543069911,results/20260425_161424_benchmark_realworld_cre_2obj/CRE22/MOSADE/run_006,ok,,30010,43,43,1.0,archive,1844523.592060739,nan,nan,nan,1.3771409175279616,13.13141520001227
results/20260425_161424_benchmark_realworld_cre_2obj,CRE22,MOSADE,3479688010,results/20260425_161424_benchmark_realworld_cre_2obj/CRE22/MOSADE/run_007,ok,,30010,40,40,1.0,archive,1842663.0076586828,nan,nan,nan,1.0925025996762905,10.76726970000891
results/20260425_161424_benchmark_realworld_cre_2obj,CRE22,MOSADE,877132087,results/20260425_161424_benchmark_realworld_cre_2obj/CRE22/MOSADE/run_008,ok,,30010,45,45,1.0,archive,1844656.3657693684,nan,nan,nan,0.8520235493627734,16.013036099961028
results/20260425_161424_benchmark_realworld_cre_2obj,CRE22,MOSADE,1244265337,results/20260425_161424_benchmark_realworld_cre_2obj/CRE22/MOSADE/run_009,ok,,30010,41,41,1.0,archive,1843007.8627884916,nan,nan,nan,0.8017971654115157,13.422328200016636
results/20260425_161424_benchmark_realworld_cre_2obj,CRE22,MOSADE,2740186692,results/20260425_161424_benchmark_realworld_cre_2obj/CRE22/MOSADE/run_010,ok,,30010,42,42,1.0,archive,1843798.9439767408,nan,nan,nan,1.4130854632000382,13.757444599992596
